Pedido_ID,Venta_ID,Cliente_RUC,Lote_ID,Cantidad_Solicitada,Precio_Unitario,Subtotal,IGV,Total
22741,3802,20000279,386,18,203.09,3655.62,658.01,4313.63
22742,3803,20000445,424,31,58.3,1807.3,325.31,2132.61
22743,3803,20000445,392,24,125.29,3006.96,541.25,3548.21
22744,3803,20000445,515,13,212.94,2768.22,498.28,3266.5
22745,3803,20000445,11,19,169.26,3215.94,578.87,3794.81
22746,3803,20000445,158,20,72.35,1447.0,260.46,1707.46
22747,3803,20000445,354,38,25.63,973.94,175.31,1149.25
22748,3804,20000284,345,24,139.51,3348.24,602.68,3950.92
22749,3804,20000284,354,32,25.63,820.16,147.63,967.79
22750,3804,20000284,282,27,241.87,6530.49,1175.49,7705.98
22751,3804,20000284,528,25,210.66,5266.5,947.97,6214.47
22752,3804,20000284,389,24,203.09,4874.16,877.35,5751.51
22753,3804,20000284,343,22,137.87,3033.14,545.97,3579.11
22754,3805,20000575,499,11,112.58,1238.38,222.91,1461.29
22755,3805,20000575,48,19,25.54,485.26,87.35,572.61
22756,3805,20000575,351,25,139.51,3487.75,627.79,4115.55
22757,3805,20000575,358,28,225.71,6319.88,1137.58,7457.46
22758,3805,20000575,1,21,144.14,3026.94,544.85,3571.79
22759,3805,20000575,67,24,196.4,4713.6,848.45,5562.05
22760,3805,20000575,36,21,116.94,2455.74,442.03,2897.77
22761,3805,20000575,108,26,31.44,817.44,147.14,964.58
22762,3806,20000304,485,22,169.94,3738.68,672.96,4411.64
22763,3806,20000304,397,17,85.94,1460.98,262.98,1723.96
22764,3806,20000304,225,25,89.14,2228.5,401.13,2629.63
22765,3806,20000304,60,18,111.41,2005.38,360.97,2366.35
22766,3807,20000374,358,29,225.71,6545.59,1178.21,7723.8
22767,3807,20000374,403,25,160.41,4010.25,721.85,4732.1
22768,3807,20000374,528,23,210.66,4845.18,872.13,5717.31
22769,3807,20000374,108,28,31.44,880.32,158.46,1038.78
22770,3807,20000374,300,32,83.03,2656.96,478.25,3135.21
22771,3807,20000374,140,15,116.09,1741.35,313.44,2054.79
22772,3808,20000483,300,32,83.03,2656.96,478.25,3135.21
22773,3808,20000483,274,23,163.63,3763.49,677.43,4440.92
22774,3808,20000483,456,24,217.45,5218.8,939.38,6158.18
22775,3808,20000483,416,24,157.27,3774.48,679.41,4453.89
22776,3808,20000483,196,17,181.81,3090.77,556.34,3647.11
22777,3808,20000483,467,17,235.4,4001.8,720.32,4722.12
22778,3809,20000330,259,27,29.13,786.51,141.57,928.08
22779,3809,20000330,163,26,177.92,4625.92,832.67,5458.59
22780,3809,20000330,113,25,37.35,933.75,168.07,1101.83
22781,3809,20000330,282,22,241.87,5321.14,957.81,6278.95
22782,3809,20000330,465,14,235.4,3295.6,593.21,3888.81
22783,3809,20000330,169,30,69.94,2098.2,377.68,2475.88
22784,3809,20000330,268,16,77.12,1233.92,222.11,1456.03
22785,3809,20000330,84,16,201.09,3217.44,579.14,3796.58
22786,3810,20000159,441,26,80.94,2104.44,378.8,2483.24
22787,3810,20000159,269,15,63.35,950.25,171.04,1121.3
22788,3810,20000159,187,37,219.6,8125.2,1462.54,9587.74
22789,3810,20000159,300,44,83.03,3653.32,657.6,4310.92
22790,3810,20000159,386,16,203.09,3249.44,584.9,3834.34
22791,3810,20000159,52,18,214.4,3859.2,694.66,4553.86
22792,3810,20000159,282,25,241.87,6046.75,1088.41,7135.16
22793,3810,20000159,168,26,69.94,1818.44,327.32,2145.76
22794,3811,20000408,237,22,163.98,3607.56,649.36,4256.92
22795,3811,20000408,9,23,23.48,540.04,97.21,637.25
22796,3811,20000408,135,30,109.17,3275.1,589.52,3864.62
22797,3811,20000408,403,18,160.41,2887.38,519.73,3407.11
22798,3812,20000198,455,26,217.45,5653.7,1017.67,6671.37
22799,3812,20000198,121,27,170.88,4613.76,830.48,5444.24
22800,3812,20000198,528,28,210.66,5898.48,1061.73,6960.21
22801,3812,20000198,421,15,157.27,2359.05,424.63,2783.68
22802,3812,20000198,205,17,170.33,2895.61,521.21,3416.82
22803,3812,20000198,27,21,74.2,1558.2,280.48,1838.68
22804,3812,20000198,115,31,25.67,795.77,143.24,939.01
22805,3813,20000436,142,22,182.52,4015.44,722.78,4738.22
22806,3813,20000436,187,40,219.6,8784.0,1581.12,10365.12
22807,3813,20000436,163,21,177.92,3736.32,672.54,4408.86
22808,3813,20000436,77,26,22.07,573.82,103.29,677.11
22809,3813,20000436,334,31,169.55,5256.05,946.09,6202.14
22810,3813,20000436,406,19,107.89,2049.91,368.98,2418.89
22811,3813,20000436,470,32,65.0,2080.0,374.4,2454.4
22812,3814,20000356,482,20,169.94,3398.8,611.78,4010.58
22813,3814,20000356,437,17,38.4,652.8,117.5,770.3
22814,3814,20000356,343,20,137.87,2757.4,496.33,3253.73
22815,3814,20000356,273,29,163.63,4745.27,854.15,5599.42
22816,3815,20000141,53,17,214.4,3644.8,656.06,4300.86
22817,3815,20000141,361,18,200.33,3605.94,649.07,4255.01
22818,3815,20000141,499,17,112.58,1913.86,344.49,2258.35
22819,3815,20000141,240,16,233.57,3737.12,672.68,4409.8
22820,3816,20000046,168,34,69.94,2377.96,428.03,2805.99
22821,3816,20000046,482,22,169.94,3738.68,672.96,4411.64
22822,3816,20000046,470,26,65.0,1690.0,304.2,1994.2
22823,3816,20000046,396,17,85.94,1460.98,262.98,1723.96
22824,3817,20000011,278,37,157.03,5810.11,1045.82,6855.93
22825,3817,20000011,240,20,233.57,4671.4,840.85,5512.25
22826,3817,20000011,427,28,62.12,1739.36,313.08,2052.44
22827,3817,20000011,23,13,193.21,2511.73,452.11,2963.84
22828,3817,20000011,336,21,169.55,3560.55,640.9,4201.45
22829,3817,20000011,377,28,167.53,4690.84,844.35,5535.19
22830,3817,20000011,468,14,235.4,3295.6,593.21,3888.81
22831,3817,20000011,424,29,58.3,1690.7,304.33,1995.03
22832,3818,20000232,151,43,117.45,5050.35,909.06,5959.41
22833,3818,20000232,97,23,19.55,449.65,80.94,530.59
22834,3818,20000232,278,33,157.03,5181.99,932.76,6114.75
22835,3818,20000232,470,29,65.0,1885.0,339.3,2224.3
22836,3818,20000232,11,17,169.26,2877.42,517.94,3395.36
22837,3818,20000232,328,15,94.46,1416.9,255.04,1671.94
22838,3819,20000159,432,16,38.4,614.4,110.59,724.99
22839,3819,20000159,121,28,170.88,4784.64,861.24,5645.88
22840,3819,20000159,168,30,69.94,2098.2,377.68,2475.88
22841,3819,20000159,540,17,232.35,3949.95,710.99,4660.94
22842,3819,20000159,96,16,246.85,3949.6,710.93,4660.53
22843,3819,20000159,77,19,22.07,419.33,75.48,494.81
22844,3819,20000159,351,25,139.51,3487.75,627.79,4115.55
22845,3819,20000159,392,26,125.29,3257.54,586.36,3843.9
22846,3820,20000138,497,15,20.4,306.0,55.08,361.08
22847,3820,20000138,22,16,193.21,3091.36,556.44,3647.8
22848,3820,20000138,534,21,166.73,3501.33,630.24,4131.57
22849,3820,20000138,398,14,242.8,3399.2,611.86,4011.06
22850,3820,20000138,254,26,29.13,757.38,136.33,893.71
22851,3820,20000138,98,22,19.55,430.1,77.42,507.52
22852,3820,20000138,146,29,31.82,922.78,166.1,1088.88
22853,3820,20000138,282,25,241.87,6046.75,1088.41,7135.16
22854,3821,20000377,1,23,144.14,3315.22,596.74,3911.96
22855,3821,20000377,525,24,218.78,5250.72,945.13,6195.85
22856,3821,20000377,75,19,130.33,2476.27,445.73,2922.0
22857,3821,20000377,534,20,166.73,3334.6,600.23,3934.83
22858,3821,20000377,206,15,170.33,2554.95,459.89,3014.84
22859,3822,20000532,205,18,170.33,3065.94,551.87,3617.81
22860,3822,20000532,150,33,117.45,3875.85,697.65,4573.5
22861,3822,20000532,348,22,139.51,3069.22,552.46,3621.68
22862,3822,20000532,398,16,242.8,3884.8,699.26,4584.06
22863,3822,20000532,224,25,172.36,4309.0,775.62,5084.62
22864,3822,20000532,406,21,107.89,2265.69,407.82,2673.51
22865,3823,20000475,311,17,40.54,689.18,124.05,813.23
22866,3823,20000475,250,14,164.17,2298.38,413.71,2712.09
22867,3823,20000475,515,16,212.94,3407.04,613.27,4020.31
22868,3823,20000475,392,25,125.29,3132.25,563.8,3696.05
22869,3824,20000349,110,36,37.35,1344.6,242.03,1586.63
22870,3824,20000349,528,23,210.66,4845.18,872.13,5717.31
22871,3824,20000349,471,26,65.0,1690.0,304.2,1994.2
22872,3824,20000349,128,15,120.2,1803.0,324.54,2127.54
22873,3825,20000507,275,36,163.63,5890.68,1060.32,6951.0
22874,3825,20000507,225,20,89.14,1782.8,320.9,2103.7
22875,3825,20000507,283,24,171.15,4107.6,739.37,4846.97
22876,3825,20000507,461,12,204.49,2453.88,441.7,2895.58
22877,3825,20000507,142,20,182.52,3650.4,657.07,4307.47
22878,3825,20000507,368,20,194.01,3880.2,698.44,4578.64
22879,3826,20000434,105,21,192.09,4033.89,726.1,4759.99
22880,3826,20000434,158,32,72.35,2315.2,416.74,2731.94
22881,3826,20000434,310,18,40.54,729.72,131.35,861.07
22882,3826,20000434,22,14,193.21,2704.94,486.89,3191.83
22883,3826,20000434,416,25,157.27,3931.75,707.72,4639.47
22884,3826,20000434,534,21,166.73,3501.33,630.24,4131.57
22885,3826,20000434,250,16,164.17,2626.72,472.81,3099.53
22886,3827,20000254,358,28,225.71,6319.88,1137.58,7457.46
22887,3827,20000254,150,33,117.45,3875.85,697.65,4573.5
22888,3827,20000254,115,27,25.67,693.09,124.76,817.85
22889,3827,20000254,292,19,83.6,1588.4,285.91,1874.31
22890,3827,20000254,414,15,86.29,1294.35,232.98,1527.33
22891,3828,20000226,300,26,83.03,2158.78,388.58,2547.36
22892,3828,20000226,323,23,228.41,5253.43,945.62,6199.05
22893,3828,20000226,217,26,130.45,3391.7,610.51,4002.21
22894,3828,20000226,188,39,219.6,8564.4,1541.59,10105.99
22895,3828,20000226,440,30,80.94,2428.2,437.08,2865.28
22896,3829,20000576,145,28,31.82,890.96,160.37,1051.33
22897,3829,20000576,228,28,203.11,5687.08,1023.67,6710.75
22898,3829,20000576,540,17,232.35,3949.95,710.99,4660.94
22899,3829,20000576,295,19,83.6,1588.4,285.91,1874.31
22900,3829,20000576,108,24,31.44,754.56,135.82,890.38
22901,3829,20000576,22,12,193.21,2318.52,417.33,2735.85
22902,3829,20000576,528,24,210.66,5055.84,910.05,5965.89
22903,3830,20000354,187,40,219.6,8784.0,1581.12,10365.12
22904,3830,20000354,465,15,235.4,3531.0,635.58,4166.58
22905,3830,20000354,9,19,23.48,446.12,80.3,526.42
22906,3830,20000354,304,25,35.83,895.75,161.23,1056.98
22907,3830,20000354,455,25,217.45,5436.25,978.52,6414.77
22908,3830,20000354,274,32,163.63,5236.16,942.51,6178.67
22909,3830,20000354,33,22,116.94,2572.68,463.08,3035.76
22910,3831,20000575,406,18,107.89,1942.02,349.56,2291.58
22911,3831,20000575,499,15,112.58,1688.7,303.97,1992.67
22912,3831,20000575,206,15,170.33,2554.95,459.89,3014.84
22913,3831,20000575,465,14,235.4,3295.6,593.21,3888.81
22914,3831,20000575,286,29,150.44,4362.76,785.3,5148.06
22915,3831,20000575,371,16,40.38,646.08,116.29,762.37
22916,3831,20000575,15,15,75.96,1139.4,205.09,1344.49
22917,3831,20000575,358,20,225.71,4514.2,812.56,5326.76
22918,3832,20000052,450,20,103.92,2078.4,374.11,2452.51
22919,3832,20000052,273,31,163.63,5072.53,913.06,5985.59
22920,3832,20000052,386,14,203.09,2843.26,511.79,3355.05
22921,3832,20000052,232,26,27.72,720.72,129.73,850.45
22922,3832,20000052,277,32,157.03,5024.96,904.49,5929.45
22923,3832,20000052,99,21,19.55,410.55,73.9,484.45
22924,3832,20000052,525,25,218.78,5469.5,984.51,6454.01
22925,3832,20000052,64,18,111.41,2005.38,360.97,2366.35
22926,3833,20000205,343,23,137.87,3171.01,570.78,3741.79
22927,3833,20000205,494,17,55.79,948.43,170.72,1119.15
22928,3833,20000205,406,19,107.89,2049.91,368.98,2418.89
22929,3833,20000205,528,32,210.66,6741.12,1213.4,7954.52
22930,3834,20000064,311,18,40.54,729.72,131.35,861.07
22931,3834,20000064,479,22,110.26,2425.72,436.63,2862.35
22932,3834,20000064,461,16,204.49,3271.84,588.93,3860.77
22933,3834,20000064,534,23,166.73,3834.79,690.26,4525.05
22934,3834,20000064,343,21,137.87,2895.27,521.15,3416.42
22935,3835,20000019,168,28,69.94,1958.32,352.5,2310.82
22936,3835,20000019,33,23,116.94,2689.62,484.13,3173.75
22937,3835,20000019,158,27,72.35,1953.45,351.62,2305.07
22938,3835,20000019,1,21,144.14,3026.94,544.85,3571.79
22939,3835,20000019,121,23,170.88,3930.24,707.44,4637.68
22940,3835,20000019,546,16,29.86,477.76,86.0,563.76
22941,3836,20000276,207,14,59.45,832.3,149.81,982.11
22942,3836,20000276,499,17,112.58,1913.86,344.49,2258.35
22943,3836,20000276,250,20,164.17,3283.4,591.01,3874.41
22944,3836,20000276,143,23,182.52,4197.96,755.63,4953.59
22945,3836,20000276,117,22,25.67,564.74,101.65,666.39
22946,3837,20000395,540,18,232.35,4182.3,752.81,4935.11
22947,3837,20000395,188,45,219.6,9882.0,1778.76,11660.76
22948,3837,20000395,358,32,225.71,7222.72,1300.09,8522.81
22949,3837,20000395,403,25,160.41,4010.25,721.85,4732.1
22950,3837,20000395,427,28,62.12,1739.36,313.08,2052.44
22951,3837,20000395,424,29,58.3,1690.7,304.33,1995.03
22952,3837,20000395,268,15,77.12,1156.8,208.22,1365.02
22953,3837,20000395,36,18,116.94,2104.92,378.89,2483.81
22954,3838,20000116,304,22,35.83,788.26,141.89,930.15
22955,3838,20000116,224,22,172.36,3791.92,682.55,4474.47
22956,3838,20000116,206,20,170.33,3406.6,613.19,4019.79
22957,3838,20000116,461,12,204.49,2453.88,441.7,2895.58
22958,3838,20000116,107,22,31.44,691.68,124.5,816.18
22959,3838,20000116,154,37,117.45,4345.65,782.22,5127.87
22960,3838,20000116,225,29,89.14,2585.06,465.31,3050.37
22961,3839,20000180,494,29,55.79,1617.91,291.22,1909.13
22962,3839,20000180,482,12,169.94,2039.28,367.07,2406.35
22963,3839,20000180,220,23,130.45,3000.35,540.06,3540.41
22964,3839,20000180,224,26,172.36,4481.36,806.64,5288.0
22965,3839,20000180,124,17,120.2,2043.4,367.81,2411.21
22966,3839,20000180,225,29,89.14,2585.06,465.31,3050.37
22967,3839,20000180,372,16,40.38,646.08,116.29,762.37
22968,3839,20000180,278,33,157.03,5181.99,932.76,6114.75
22969,3840,20000124,377,36,167.53,6031.08,1085.59,7116.67
22970,3840,20000124,292,21,83.6,1755.6,316.01,2071.61
22971,3840,20000124,146,31,31.82,986.42,177.56,1163.98
22972,3840,20000124,144,21,182.52,3832.92,689.93,4522.85
22973,3841,20000426,48,19,25.54,485.26,87.35,572.61
22974,3841,20000426,514,24,180.87,4340.88,781.36,5122.24
22975,3841,20000426,182,20,192.86,3857.2,694.3,4551.5
22976,3841,20000426,236,17,163.98,2787.66,501.78,3289.44
22977,3841,20000426,345,21,139.51,2929.71,527.35,3457.06
22978,3841,20000426,525,24,218.78,5250.72,945.13,6195.85
22979,3841,20000426,196,18,181.81,3272.58,589.06,3861.64
22980,3841,20000426,427,27,62.12,1677.24,301.9,1979.14
22981,3842,20000430,92,13,246.85,3209.05,577.63,3786.68
22982,3842,20000430,64,22,111.41,2451.02,441.18,2892.2
22983,3842,20000430,77,22,22.07,485.54,87.4,572.94
22984,3842,20000430,147,27,31.82,859.14,154.65,1013.79
22985,3842,20000430,23,17,193.21,3284.57,591.22,3875.79
22986,3843,20000451,205,14,170.33,2384.62,429.23,2813.85
22987,3843,20000451,525,23,218.78,5031.94,905.75,5937.69
22988,3843,20000451,354,28,25.63,717.64,129.18,846.82
22989,3843,20000451,509,29,227.95,6610.55,1189.9,7800.45
22990,3844,20000471,278,28,157.03,4396.84,791.43,5188.27
22991,3844,20000471,492,23,55.79,1283.17,230.97,1514.14
22992,3844,20000471,206,16,170.33,2725.28,490.55,3215.83
22993,3844,20000471,73,13,130.33,1694.29,304.97,1999.26
22994,3844,20000471,515,16,212.94,3407.04,613.27,4020.31
22995,3844,20000471,188,36,219.6,7905.6,1423.01,9328.61
22996,3844,20000471,135,32,109.17,3493.44,628.82,4122.26
22997,3845,20000066,45,20,67.82,1356.4,244.15,1600.55
22998,3845,20000066,274,28,163.63,4581.64,824.7,5406.34
22999,3845,20000066,461,13,204.49,2658.37,478.51,3136.88
23000,3845,20000066,427,26,62.12,1615.12,290.72,1905.84
23001,3846,20000157,512,22,180.87,3979.14,716.25,4695.39
23002,3846,20000157,282,27,241.87,6530.49,1175.49,7705.98
23003,3846,20000157,439,25,80.94,2023.5,364.23,2387.73
23004,3846,20000157,450,14,103.92,1454.88,261.88,1716.76
23005,3846,20000157,482,20,169.94,3398.8,611.78,4010.58
23006,3846,20000157,66,25,196.4,4910.0,883.8,5793.8
23007,3847,20000392,1,24,144.14,3459.36,622.68,4082.04
23008,3847,20000392,450,17,103.92,1766.64,318.0,2084.64
23009,3847,20000392,95,15,246.85,3702.75,666.5,4369.24
23010,3847,20000392,470,28,65.0,1820.0,327.6,2147.6
23011,3847,20000392,182,23,192.86,4435.78,798.44,5234.22
23012,3847,20000392,465,15,235.4,3531.0,635.58,4166.58
23013,3847,20000392,424,35,58.3,2040.5,367.29,2407.79
23014,3848,20000036,358,28,225.71,6319.88,1137.58,7457.46
23015,3848,20000036,168,24,69.94,1678.56,302.14,1980.7
23016,3848,20000036,150,37,117.45,4345.65,782.22,5127.87
23017,3848,20000036,311,15,40.54,608.1,109.46,717.56
23018,3848,20000036,1,26,144.14,3747.64,674.58,4422.22
23019,3848,20000036,277,28,157.03,4396.84,791.43,5188.27
23020,3848,20000036,158,27,72.35,1953.45,351.62,2305.07
23021,3848,20000036,354,32,25.63,820.16,147.63,967.79
23022,3849,20000122,151,40,117.45,4698.0,845.64,5543.64
23023,3849,20000122,221,23,130.45,3000.35,540.06,3540.41
23024,3849,20000122,158,24,72.35,1736.4,312.55,2048.95
23025,3849,20000122,382,15,101.18,1517.7,273.19,1790.89
23026,3849,20000122,439,34,80.94,2751.96,495.35,3247.31
23027,3849,20000122,225,28,89.14,2495.92,449.27,2945.19
23028,3849,20000122,275,31,163.63,5072.53,913.06,5985.59
23029,3850,20000362,514,18,180.87,3255.66,586.02,3841.68
23030,3850,20000362,36,22,116.94,2572.68,463.08,3035.76
23031,3850,20000362,250,15,164.17,2462.55,443.26,2905.81
23032,3850,20000362,225,22,89.14,1961.08,352.99,2314.07
23033,3850,20000362,145,28,31.82,890.96,160.37,1051.33
23034,3850,20000362,158,21,72.35,1519.35,273.48,1792.83
23035,3850,20000362,303,42,83.03,3487.26,627.71,4114.97
23036,3850,20000362,115,25,25.67,641.75,115.52,757.26
23037,3851,20000158,52,14,214.4,3001.6,540.29,3541.89
23038,3851,20000158,353,29,25.63,743.27,133.79,877.06
23039,3851,20000158,196,23,181.81,4181.63,752.69,4934.32
23040,3851,20000158,398,15,242.8,3642.0,655.56,4297.56
23041,3851,20000158,351,26,139.51,3627.26,652.91,4280.17
23042,3851,20000158,28,22,74.2,1632.4,293.83,1926.23
23043,3851,20000158,343,19,137.87,2619.53,471.52,3091.05
23044,3852,20000583,497,13,20.4,265.2,47.74,312.94
23045,3852,20000583,528,26,210.66,5477.16,985.89,6463.05
23046,3852,20000583,439,26,80.94,2104.44,378.8,2483.24
23047,3852,20000583,540,23,232.35,5344.05,961.93,6305.98
23048,3852,20000583,163,23,177.92,4092.16,736.59,4828.75
23049,3852,20000583,250,16,164.17,2626.72,472.81,3099.53
23050,3852,20000583,304,26,35.83,931.58,167.68,1099.26
23051,3853,20000487,33,27,116.94,3157.38,568.33,3725.71
23052,3853,20000487,213,18,59.45,1070.1,192.62,1262.72
23053,3853,20000487,534,23,166.73,3834.79,690.26,4525.05
23054,3853,20000487,328,20,94.46,1889.2,340.06,2229.26
23055,3854,20000307,377,23,167.53,3853.19,693.57,4546.76
23056,3854,20000307,358,26,225.71,5868.46,1056.32,6924.78
23057,3854,20000307,17,15,75.96,1139.4,205.09,1344.49
23058,3854,20000307,154,35,117.45,4110.75,739.93,4850.68
23059,3854,20000307,396,16,85.94,1375.04,247.51,1622.55
23060,3854,20000307,196,22,181.81,3999.82,719.97,4719.79
23061,3855,20000522,259,20,29.13,582.6,104.87,687.47
23062,3855,20000522,479,24,110.26,2646.24,476.32,3122.56
23063,3855,20000522,358,28,225.71,6319.88,1137.58,7457.46
23064,3855,20000522,273,30,163.63,4908.9,883.6,5792.5
23065,3855,20000522,236,20,163.98,3279.6,590.33,3869.93
23066,3855,20000522,68,27,196.4,5302.8,954.5,6257.3
23067,3855,20000522,353,31,25.63,794.53,143.02,937.55
23068,3855,20000522,283,23,171.15,3936.45,708.56,4645.01
23069,3856,20000262,300,32,83.03,2656.96,478.25,3135.21
23070,3856,20000262,151,38,117.45,4463.1,803.36,5266.46
23071,3856,20000262,25,15,37.93,568.95,102.41,671.36
23072,3856,20000262,52,14,214.4,3001.6,540.29,3541.89
23073,3856,20000262,283,19,171.15,3251.85,585.33,3837.18
23074,3856,20000262,361,15,200.33,3004.95,540.89,3545.84
23075,3856,20000262,396,17,85.94,1460.98,262.98,1723.96
23076,3857,20000502,169,32,69.94,2238.08,402.85,2640.93
23077,3857,20000502,389,16,203.09,3249.44,584.9,3834.34
23078,3857,20000502,278,22,157.03,3454.66,621.84,4076.5
23079,3857,20000502,455,19,217.45,4131.55,743.68,4875.23
23080,3857,20000502,382,18,101.18,1821.24,327.82,2149.06
23081,3857,20000502,534,20,166.73,3334.6,600.23,3934.83
23082,3857,20000502,36,25,116.94,2923.5,526.23,3449.73
23083,3857,20000502,269,21,63.35,1330.35,239.46,1569.81
23084,3858,20000395,9,22,23.48,516.56,92.98,609.54
23085,3858,20000395,354,25,25.63,640.75,115.33,756.09
23086,3858,20000395,286,23,150.44,3460.12,622.82,4082.94
23087,3858,20000395,365,25,194.01,4850.25,873.04,5723.3
23088,3858,20000395,36,19,116.94,2221.86,399.93,2621.79
23089,3859,20000244,243,27,53.88,1454.76,261.86,1716.62
23090,3859,20000244,424,31,58.3,1807.3,325.31,2132.61
23091,3859,20000244,103,24,192.09,4610.16,829.83,5439.99
23092,3859,20000244,206,14,170.33,2384.62,429.23,2813.85
23093,3859,20000244,151,35,117.45,4110.75,739.93,4850.68
23094,3860,20000381,228,32,203.11,6499.52,1169.91,7669.43
23095,3860,20000381,97,15,19.55,293.25,52.78,346.03
23096,3860,20000381,121,23,170.88,3930.24,707.44,4637.68
23097,3860,20000381,269,23,63.35,1457.05,262.27,1719.32
23098,3860,20000381,353,26,25.63,666.38,119.95,786.33
23099,3860,20000381,450,15,103.92,1558.8,280.58,1839.38
23100,3860,20000381,1,22,144.14,3171.08,570.79,3741.87
23101,3860,20000381,115,24,25.67,616.08,110.89,726.97
23102,3861,20000453,539,16,232.35,3717.6,669.17,4386.77
23103,3861,20000453,341,29,199.96,5798.84,1043.79,6842.63
23104,3861,20000453,142,23,182.52,4197.96,755.63,4953.59
23105,3861,20000453,485,19,169.94,3228.86,581.19,3810.05
23106,3861,20000453,225,26,89.14,2317.64,417.18,2734.82
23107,3861,20000453,121,26,170.88,4442.88,799.72,5242.6
23108,3861,20000453,477,25,110.26,2756.5,496.17,3252.67
23109,3861,20000453,240,19,233.57,4437.83,798.81,5236.64
23110,3862,20000235,196,19,181.81,3454.39,621.79,4076.18
23111,3862,20000235,403,21,160.41,3368.61,606.35,3974.96
23112,3862,20000235,343,26,137.87,3584.62,645.23,4229.85
23113,3862,20000235,283,24,171.15,4107.6,739.37,4846.97
23114,3862,20000235,534,23,166.73,3834.79,690.26,4525.05
23115,3862,20000235,471,32,65.0,2080.0,374.4,2454.4
23116,3862,20000235,188,34,219.6,7466.4,1343.95,8810.35
23117,3862,20000235,450,21,103.92,2182.32,392.82,2575.14
23118,3863,20000247,515,18,212.94,3832.92,689.93,4522.85
23119,3863,20000247,450,17,103.92,1766.64,318.0,2084.64
23120,3863,20000247,269,23,63.35,1457.05,262.27,1719.32
23121,3863,20000247,377,26,167.53,4355.78,784.04,5139.82
23122,3863,20000247,240,17,233.57,3970.69,714.72,4685.41
23123,3863,20000247,439,30,80.94,2428.2,437.08,2865.28
23124,3863,20000247,33,25,116.94,2923.5,526.23,3449.73
23125,3864,20000426,313,14,139.69,1955.66,352.02,2307.68
23126,3864,20000426,196,20,181.81,3636.2,654.52,4290.72
23127,3864,20000426,139,12,116.09,1393.08,250.75,1643.83
23128,3864,20000426,450,16,103.92,1662.72,299.29,1962.01
23129,3864,20000426,188,41,219.6,9003.6,1620.65,10624.25
23130,3864,20000426,277,37,157.03,5810.11,1045.82,6855.93
23131,3864,20000426,358,31,225.71,6997.01,1259.46,8256.47
23132,3865,20000161,105,24,192.09,4610.16,829.83,5439.99
23133,3865,20000161,341,30,199.96,5998.8,1079.78,7078.58
23134,3865,20000161,304,26,35.83,931.58,167.68,1099.26
23135,3865,20000161,546,14,29.86,418.04,75.25,493.29
23136,3865,20000161,372,15,40.38,605.7,109.03,714.73
23137,3865,20000161,84,16,201.09,3217.44,579.14,3796.58
23138,3865,20000161,482,21,169.94,3568.74,642.37,4211.11
23139,3865,20000161,163,23,177.92,4092.16,736.59,4828.75
23140,3866,20000225,499,16,112.58,1801.28,324.23,2125.51
23141,3866,20000225,64,18,111.41,2005.38,360.97,2366.35
23142,3866,20000225,273,33,163.63,5399.79,971.96,6371.75
23143,3866,20000225,403,26,160.41,4170.66,750.72,4921.38
23144,3866,20000225,362,17,200.33,3405.61,613.01,4018.62
23145,3867,20000550,369,15,40.38,605.7,109.03,714.73
23146,3867,20000550,28,20,74.2,1484.0,267.12,1751.12
23147,3867,20000550,470,30,65.0,1950.0,351.0,2301.0
23148,3867,20000550,499,20,112.58,2251.6,405.29,2656.89
23149,3868,20000387,432,19,38.4,729.6,131.33,860.93
23150,3868,20000387,482,18,169.94,3058.92,550.61,3609.53
23151,3868,20000387,497,13,20.4,265.2,47.74,312.94
23152,3868,20000387,450,17,103.92,1766.64,318.0,2084.64
23153,3868,20000387,371,13,40.38,524.94,94.49,619.43
23154,3868,20000387,377,20,167.53,3350.6,603.11,3953.71
23155,3868,20000387,406,19,107.89,2049.91,368.98,2418.89
23156,3868,20000387,48,22,25.54,561.88,101.14,663.02
23157,3869,20000207,52,14,214.4,3001.6,540.29,3541.89
23158,3869,20000207,93,15,246.85,3702.75,666.5,4369.24
23159,3869,20000207,47,20,67.82,1356.4,244.15,1600.55
23160,3869,20000207,269,21,63.35,1330.35,239.46,1569.81
23161,3869,20000207,143,22,182.52,4015.44,722.78,4738.22
23162,3869,20000207,421,21,157.27,3302.67,594.48,3897.15
23163,3869,20000207,152,35,117.45,4110.75,739.93,4850.68
23164,3870,20000333,77,24,22.07,529.68,95.34,625.02
23165,3870,20000333,66,29,196.4,5695.6,1025.21,6720.81
23166,3870,20000333,303,44,83.03,3653.32,657.6,4310.92
23167,3870,20000333,93,15,246.85,3702.75,666.5,4369.24
23168,3870,20000333,188,30,219.6,6588.0,1185.84,7773.84
23169,3870,20000333,128,17,120.2,2043.4,367.81,2411.21
23170,3870,20000333,534,21,166.73,3501.33,630.24,4131.57
23171,3870,20000333,9,21,23.48,493.08,88.75,581.83
23172,3871,20000362,528,22,210.66,4634.52,834.21,5468.73
23173,3871,20000362,274,31,163.63,5072.53,913.06,5985.59
23174,3871,20000362,377,25,167.53,4188.25,753.88,4942.14
23175,3871,20000362,225,30,89.14,2674.2,481.36,3155.56
23176,3871,20000362,67,26,196.4,5106.4,919.15,6025.55
23177,3871,20000362,28,20,74.2,1484.0,267.12,1751.12
23178,3872,20000071,105,18,192.09,3457.62,622.37,4079.99
