Venta_ID,Fecha_Registro,Fecha_Envio,Estado,Monto_Total,Fecha_ID
4531,2024-02-22,2024-02-26,Completada,12384.22,1514
4532,2024-02-22,2024-02-24,Completada,26797.86,1514
4533,2024-02-23,2024-02-24,Completada,29915.41,1515
4534,2024-02-23,,Pendiente,30965.96,1515
4535,2024-02-23,2024-02-28,Completada,7435.7,1515
4536,2024-02-23,,Pendiente,17442.28,1515
4537,2024-02-23,2024-02-27,Completada,18153.0,1515
4538,2024-02-24,2024-02-27,Completada,9067.17,1516
4539,2024-02-24,,Pendiente,15994.16,1516
4540,2024-02-24,2024-02-28,Completada,15742.79,1516
4541,2024-02-24,2024-02-26,Completada,28855.71,1516
4542,2024-02-24,2024-02-27,Completada,8207.21,1516
4543,2024-02-25,2024-02-27,Completada,15888.88,1517
4544,2024-02-25,2024-02-28,Completada,28082.22,1517
4545,2024-02-25,2024-02-27,Completada,20285.09,1517
4546,2024-02-25,2024-02-27,Completada,15959.83,1517
4547,2024-02-25,,Pendiente,23132.21,1517
4548,2024-02-26,2024-02-29,Completada,23627.24,1518
4549,2024-02-26,2024-02-28,Completada,14554.64,1518
4550,2024-02-26,2024-02-27,Completada,23284.23,1518
4551,2024-02-26,2024-03-01,Completada,11556.45,1518
4552,2024-02-26,,Pendiente,15340.61,1518
4553,2024-02-27,2024-02-29,Completada,31517.76,1519
4554,2024-02-27,,Pendiente,20493.51,1519
4555,2024-02-27,2024-02-28,Completada,30086.08,1519
4556,2024-02-27,2024-02-29,Completada,13252.41,1519
4557,2024-02-27,,Pendiente,13764.28,1519
4558,2024-02-28,2024-02-29,Completada,21173.84,1520
4559,2024-02-28,2024-03-04,Completada,20816.17,1520
4560,2024-02-28,2024-03-04,Completada,17371.68,1520
4561,2024-02-28,2024-03-03,Completada,31761.91,1520
4562,2024-02-28,,Cancelada,33328.0,1520
4563,2024-02-29,2024-03-02,Completada,29241.64,1521
4564,2024-02-29,,Pendiente,31755.76,1521
4565,2024-02-29,2024-03-05,Completada,11427.02,1521
4566,2024-02-29,,Pendiente,36049.87,1521
4567,2024-02-29,2024-03-02,Completada,16248.82,1521
4568,2024-03-01,,Pendiente,29191.76,1522
4569,2024-03-01,2024-03-02,Completada,33046.13,1522
4570,2024-03-01,,Pendiente,23361.07,1522
4571,2024-03-01,2024-03-05,Completada,23405.72,1522
4572,2024-03-01,,Pendiente,17373.3,1522
4573,2024-03-02,2024-03-07,Completada,34650.92,1523
4574,2024-03-02,2024-03-07,Completada,28369.66,1523
4575,2024-03-02,2024-03-04,Completada,27261.95,1523
4576,2024-03-02,,Pendiente,25367.53,1523
4577,2024-03-02,2024-03-07,Completada,9047.63,1523
4578,2024-03-03,,Pendiente,20985.63,1524
4579,2024-03-03,,Cancelada,28017.39,1524
4580,2024-03-03,,Pendiente,14790.41,1524
4581,2024-03-03,2024-03-08,Completada,23840.91,1524
4582,2024-03-03,,Pendiente,25410.66,1524
4583,2024-03-04,2024-03-07,Completada,21339.77,1525
4584,2024-03-04,2024-03-07,Completada,24046.95,1525
4585,2024-03-04,,Pendiente,12598.26,1525
4586,2024-03-04,,Pendiente,29804.66,1525
4587,2024-03-04,2024-03-06,Completada,17275.49,1525
4588,2024-03-05,,Cancelada,6166.64,1526
4589,2024-03-05,2024-03-08,Completada,32768.55,1526
4590,2024-03-05,2024-03-09,Completada,11646.11,1526
4591,2024-03-05,,Pendiente,20697.62,1526
4592,2024-03-05,2024-03-08,Completada,19577.23,1526
4593,2024-03-06,,Pendiente,28079.94,1527
4594,2024-03-06,2024-03-07,Completada,30907.19,1527
4595,2024-03-06,2024-03-11,Completada,28631.4,1527
4596,2024-03-06,2024-03-08,Completada,23422.34,1527
4597,2024-03-06,2024-03-09,Completada,10795.28,1527
4598,2024-03-07,,Cancelada,26247.64,1528
4599,2024-03-07,2024-03-11,Completada,10695.89,1528
4600,2024-03-07,,Pendiente,4714.33,1528
4601,2024-03-07,,Pendiente,25620.52,1528
4602,2024-03-07,2024-03-11,Completada,17223.29,1528
4603,2024-03-08,2024-03-10,Completada,23847.58,1529
4604,2024-03-08,2024-03-12,Completada,19856.83,1529
4605,2024-03-08,2024-03-13,Completada,18722.88,1529
4606,2024-03-08,2024-03-10,Completada,37730.05,1529
4607,2024-03-08,2024-03-12,Completada,15549.9,1529
4608,2024-03-09,2024-03-12,Completada,15564.67,1530
4609,2024-03-09,2024-03-12,Completada,26790.21,1530
4610,2024-03-09,2024-03-10,Completada,36218.92,1530
4611,2024-03-09,2024-03-12,Completada,15859.41,1530
4612,2024-03-09,2024-03-10,Completada,10964.34,1530
4613,2024-03-10,2024-03-13,Completada,19363.32,1531
4614,2024-03-10,2024-03-13,Completada,14570.63,1531
4615,2024-03-10,2024-03-12,Completada,14677.32,1531
4616,2024-03-10,,Pendiente,18388.72,1531
4617,2024-03-10,2024-03-13,Completada,38319.23,1531
4618,2024-03-11,2024-03-16,Completada,23590.95,1532
4619,2024-03-11,2024-03-12,Completada,28964.65,1532
4620,2024-03-11,2024-03-13,Completada,17220.13,1532
4621,2024-03-11,2024-03-14,Completada,20625.92,1532
4622,2024-03-11,,Pendiente,31840.42,1532
4623,2024-03-12,2024-03-14,Completada,29006.07,1533
4624,2024-03-12,2024-03-13,Completada,20341.38,1533
4625,2024-03-12,2024-03-15,Completada,24774.81,1533
4626,2024-03-12,2024-03-13,Completada,35354.27,1533
4627,2024-03-12,2024-03-17,Completada,25370.57,1533
4628,2024-03-13,2024-03-15,Completada,29189.11,1534
4629,2024-03-13,2024-03-14,Completada,24775.49,1534
4630,2024-03-13,,Pendiente,22969.78,1534
4631,2024-03-13,,Pendiente,14774.86,1534
4632,2024-03-13,2024-03-16,Completada,14727.2,1534
4633,2024-03-14,,Pendiente,28815.33,1535
4634,2024-03-14,,Pendiente,16183.34,1535
4635,2024-03-14,2024-03-17,Completada,26562.43,1535
4636,2024-03-14,2024-03-16,Completada,17190.42,1535
4637,2024-03-14,2024-03-16,Completada,25971.61,1535
4638,2024-03-15,2024-03-20,Completada,26137.79,1536
4639,2024-03-15,2024-03-20,Completada,16418.04,1536
4640,2024-03-15,2024-03-20,Completada,32043.84,1536
4641,2024-03-15,2024-03-19,Completada,30506.74,1536
4642,2024-03-15,2024-03-16,Completada,21997.05,1536
4643,2024-03-16,2024-03-18,Completada,21298.93,1537
4644,2024-03-16,,Pendiente,10668.41,1537
4645,2024-03-16,2024-03-21,Completada,22840.53,1537
4646,2024-03-16,2024-03-19,Completada,13299.75,1537
4647,2024-03-16,2024-03-21,Completada,21787.13,1537
4648,2024-03-17,,Pendiente,20548.61,1538
4649,2024-03-17,2024-03-19,Completada,19929.4,1538
4650,2024-03-17,2024-03-20,Completada,16605.8,1538
4651,2024-03-17,2024-03-20,Completada,11784.1,1538
4652,2024-03-17,,Pendiente,21106.62,1538
4653,2024-03-18,2024-03-23,Completada,19171.42,1539
4654,2024-03-18,2024-03-22,Completada,29691.79,1539
4655,2024-03-18,,Cancelada,33630.4,1539
4656,2024-03-18,2024-03-21,Completada,8996.04,1539
4657,2024-03-18,2024-03-23,Completada,30512.2,1539
4658,2024-03-19,2024-03-21,Completada,16746.73,1540
4659,2024-03-19,2024-03-24,Completada,20791.69,1540
4660,2024-03-19,2024-03-21,Completada,25022.91,1540
4661,2024-03-19,2024-03-21,Completada,30740.46,1540
4662,2024-03-19,2024-03-22,Completada,24891.77,1540
4663,2024-03-20,2024-03-24,Completada,19680.66,1541
4664,2024-03-20,2024-03-21,Completada,21594.35,1541
4665,2024-03-20,2024-03-25,Completada,22522.35,1541
4666,2024-03-20,2024-03-24,Completada,25220.45,1541
4667,2024-03-20,,Cancelada,33220.82,1541
4668,2024-03-21,2024-03-24,Completada,27254.72,1542
4669,2024-03-21,2024-03-25,Completada,25206.05,1542
4670,2024-03-21,,Pendiente,23937.24,1542
4671,2024-03-21,2024-03-24,Completada,26674.2,1542
4672,2024-03-21,2024-03-23,Completada,21096.75,1542
4673,2024-03-22,2024-03-26,Completada,11684.65,1543
4674,2024-03-22,2024-03-26,Completada,23359.74,1543
4675,2024-03-22,2024-03-26,Completada,18987.73,1543
4676,2024-03-22,,Pendiente,15555.81,1543
4677,2024-03-22,2024-03-26,Completada,19611.77,1543
4678,2024-03-23,2024-03-26,Completada,29709.61,1544
4679,2024-03-23,2024-03-28,Completada,25169.92,1544
4680,2024-03-23,2024-03-24,Completada,18745.8,1544
4681,2024-03-23,2024-03-25,Completada,14912.59,1544
4682,2024-03-23,2024-03-27,Completada,15173.33,1544
4683,2024-03-24,2024-03-27,Completada,16283.3,1545
4684,2024-03-24,,Cancelada,18869.53,1545
4685,2024-03-24,2024-03-29,Completada,16531.26,1545
4686,2024-03-24,2024-03-28,Completada,24082.14,1545
4687,2024-03-24,2024-03-29,Completada,19133.6,1545
4688,2024-03-25,,Pendiente,16562.57,1546
4689,2024-03-25,2024-03-29,Completada,32233.36,1546
4690,2024-03-25,2024-03-27,Completada,30819.85,1546
4691,2024-03-25,2024-03-26,Completada,31349.31,1546
4692,2024-03-25,2024-03-30,Completada,23737.6,1546
4693,2024-03-26,2024-03-31,Completada,15303.46,1547
4694,2024-03-26,2024-03-28,Completada,24608.78,1547
4695,2024-03-26,2024-03-30,Completada,33866.15,1547
4696,2024-03-26,,Pendiente,27476.27,1547
4697,2024-03-26,2024-03-28,Completada,17114.75,1547
4698,2024-03-27,2024-04-01,Completada,27497.1,1548
4699,2024-03-27,2024-03-30,Completada,9697.17,1548
4700,2024-03-27,2024-03-28,Completada,16337.35,1548
4701,2024-03-27,2024-03-28,Completada,27259.66,1548
4702,2024-03-27,2024-03-29,Completada,15925.6,1548
4703,2024-03-28,,Pendiente,25929.75,1549
4704,2024-03-28,2024-04-01,Completada,17518.82,1549
4705,2024-03-28,2024-03-29,Completada,25189.87,1549
4706,2024-03-28,2024-03-30,Completada,21388.7,1549
4707,2024-03-28,2024-03-31,Completada,18988.46,1549
4708,2024-03-29,,Pendiente,16776.24,1550
4709,2024-03-29,2024-04-03,Completada,30480.71,1550
4710,2024-03-29,2024-04-02,Completada,22991.05,1550
4711,2024-03-29,2024-03-31,Completada,16809.34,1550
4712,2024-03-29,2024-04-02,Completada,26837.77,1550
4713,2024-03-30,2024-04-04,Completada,29793.99,1551
4714,2024-03-30,2024-03-31,Completada,31214.26,1551
4715,2024-03-30,2024-04-01,Completada,10845.72,1551
4716,2024-03-30,2024-04-04,Completada,17415.75,1551
4717,2024-03-30,,Pendiente,13465.8,1551
4718,2024-03-31,2024-04-04,Completada,27063.82,1552
4719,2024-03-31,2024-04-01,Completada,21183.45,1552
4720,2024-03-31,2024-04-03,Completada,17651.69,1552
4721,2024-03-31,,Pendiente,23321.63,1552
4722,2024-03-31,2024-04-01,Completada,29172.6,1552
4723,2024-04-01,2024-04-05,Completada,5431.3,1553
4724,2024-04-01,2024-04-05,Completada,25251.45,1553
4725,2024-04-01,2024-04-03,Completada,10930.85,1553
4726,2024-04-01,2024-04-03,Completada,15988.19,1553
4727,2024-04-01,,Pendiente,20007.92,1553
4728,2024-04-02,,Cancelada,30899.51,1554
4729,2024-04-02,2024-04-07,Completada,15979.08,1554
4730,2024-04-02,2024-04-07,Completada,36420.84,1554
4731,2024-04-02,2024-04-03,Completada,14650.04,1554
4732,2024-04-02,,Pendiente,17150.87,1554
4733,2024-04-03,2024-04-08,Completada,17254.2,1555
4734,2024-04-03,2024-04-05,Completada,15195.67,1555
4735,2024-04-03,,Cancelada,18609.79,1555
4736,2024-04-03,,Pendiente,13820.12,1555
4737,2024-04-03,2024-04-04,Completada,13916.54,1555
4738,2024-04-04,2024-04-09,Completada,17853.92,1556
4739,2024-04-04,,Cancelada,12582.11,1556
4740,2024-04-04,2024-04-09,Completada,15842.51,1556
4741,2024-04-04,2024-04-06,Completada,20450.49,1556
4742,2024-04-04,2024-04-05,Completada,12523.44,1556
4743,2024-04-05,2024-04-10,Completada,18443.41,1557
4744,2024-04-05,,Pendiente,29433.72,1557
4745,2024-04-05,2024-04-08,Completada,5098.86,1557
4746,2024-04-05,2024-04-09,Completada,28808.43,1557
4747,2024-04-05,2024-04-07,Completada,22409.53,1557
4748,2024-04-06,2024-04-08,Completada,10541.9,1558
4749,2024-04-06,2024-04-10,Completada,19700.83,1558
4750,2024-04-06,,Pendiente,21078.41,1558
4751,2024-04-06,2024-04-11,Completada,17149.7,1558
4752,2024-04-06,2024-04-08,Completada,20765.76,1558
4753,2024-04-07,2024-04-08,Completada,19176.88,1559
4754,2024-04-07,2024-04-08,Completada,22117.32,1559
4755,2024-04-07,,Pendiente,16890.54,1559
4756,2024-04-07,2024-04-08,Completada,18480.75,1559
4757,2024-04-07,,Pendiente,22032.5,1559
4758,2024-04-08,2024-04-11,Completada,19601.28,1560
4759,2024-04-08,2024-04-10,Completada,22927.59,1560
4760,2024-04-08,2024-04-13,Completada,20894.77,1560
4761,2024-04-08,2024-04-13,Completada,20938.66,1560
4762,2024-04-08,2024-04-09,Completada,21838.51,1560
4763,2024-04-09,2024-04-10,Completada,22819.35,1561
4764,2024-04-09,2024-04-12,Completada,26888.8,1561
4765,2024-04-09,2024-04-12,Completada,13365.88,1561
4766,2024-04-09,2024-04-12,Completada,23770.68,1561
4767,2024-04-09,2024-04-14,Completada,15108.05,1561
4768,2024-04-10,2024-04-12,Completada,17223.12,1562
4769,2024-04-10,2024-04-12,Completada,8952.78,1562
4770,2024-04-10,2024-04-11,Completada,30349.31,1562
4771,2024-04-10,2024-04-15,Completada,20594.4,1562
4772,2024-04-10,2024-04-11,Completada,12489.12,1562
4773,2024-04-11,2024-04-15,Completada,25586.95,1563
4774,2024-04-11,,Pendiente,19388.16,1563
4775,2024-04-11,2024-04-16,Completada,14986.63,1563
4776,2024-04-11,2024-04-13,Completada,14043.99,1563
4777,2024-04-11,2024-04-15,Completada,24381.49,1563
4778,2024-04-12,,Pendiente,27270.36,1564
4779,2024-04-12,,Cancelada,34571.24,1564
4780,2024-04-12,2024-04-16,Completada,14108.45,1564
4781,2024-04-12,,Pendiente,26264.15,1564
4782,2024-04-12,2024-04-14,Completada,25504.96,1564
4783,2024-04-13,2024-04-18,Completada,14360.48,1565
4784,2024-04-13,2024-04-16,Completada,13722.93,1565
4785,2024-04-13,2024-04-15,Completada,13668.01,1565
4786,2024-04-13,2024-04-18,Completada,19444.55,1565
4787,2024-04-13,2024-04-18,Completada,31099.22,1565
4788,2024-04-14,2024-04-17,Completada,18135.9,1566
4789,2024-04-14,2024-04-18,Completada,16911.14,1566
4790,2024-04-14,2024-04-15,Completada,14965.56,1566
4791,2024-04-14,2024-04-18,Completada,19557.65,1566
4792,2024-04-14,2024-04-18,Completada,10943.79,1566
4793,2024-04-15,,Pendiente,13873.1,1567
4794,2024-04-15,2024-04-19,Completada,14157.68,1567
4795,2024-04-15,2024-04-19,Completada,13045.15,1567
4796,2024-04-15,2024-04-18,Completada,26397.11,1567
4797,2024-04-15,2024-04-20,Completada,30331.26,1567
4798,2024-04-16,2024-04-18,Completada,30363.28,1568
4799,2024-04-16,2024-04-19,Completada,23710.23,1568
4800,2024-04-16,2024-04-21,Completada,10914.94,1568
4801,2024-04-16,,Pendiente,12151.91,1568
4802,2024-04-16,,Pendiente,16514.46,1568
4803,2024-04-17,2024-04-20,Completada,17629.56,1569
4804,2024-04-17,2024-04-18,Completada,13736.64,1569
4805,2024-04-17,2024-04-20,Completada,28171.17,1569
4806,2024-04-17,2024-04-21,Completada,16614.11,1569
4807,2024-04-17,2024-04-20,Completada,13253.14,1569
4808,2024-04-18,2024-04-21,Completada,18216.67,1570
4809,2024-04-18,2024-04-19,Completada,15969.87,1570
4810,2024-04-18,2024-04-19,Completada,16112.06,1570
4811,2024-04-18,2024-04-22,Completada,33440.15,1570
4812,2024-04-18,2024-04-20,Completada,29944.75,1570
4813,2024-04-19,2024-04-23,Completada,13377.61,1571
4814,2024-04-19,2024-04-22,Completada,19155.33,1571
4815,2024-04-19,2024-04-20,Completada,28691.35,1571
4816,2024-04-19,2024-04-22,Completada,16237.57,1571
4817,2024-04-19,2024-04-20,Completada,13463.64,1571
4818,2024-04-20,2024-04-23,Completada,19232.35,1572
4819,2024-04-20,2024-04-23,Completada,28654.76,1572
4820,2024-04-20,2024-04-24,Completada,22603.34,1572
4821,2024-04-20,2024-04-25,Completada,31703.02,1572
4822,2024-04-20,2024-04-22,Completada,10569.79,1572
4823,2024-04-21,,Pendiente,16400.57,1573
4824,2024-04-21,2024-04-26,Completada,17539.51,1573
4825,2024-04-21,2024-04-25,Completada,23724.85,1573
4826,2024-04-21,2024-04-22,Completada,28806.0,1573
4827,2024-04-21,2024-04-26,Completada,13577.2,1573
4828,2024-04-22,2024-04-27,Completada,26318.02,1574
4829,2024-04-22,,Cancelada,21631.96,1574
4830,2024-04-22,2024-04-27,Completada,21567.47,1574
4831,2024-04-22,2024-04-24,Completada,24250.09,1574
4832,2024-04-22,2024-04-23,Completada,28374.8,1574
4833,2024-04-23,,Pendiente,17123.51,1575
4834,2024-04-23,,Pendiente,22963.78,1575
4835,2024-04-23,2024-04-25,Completada,23015.53,1575
4836,2024-04-23,2024-04-24,Completada,22189.49,1575
4837,2024-04-23,,Pendiente,22697.77,1575
4838,2024-04-24,,Pendiente,17573.23,1576
4839,2024-04-24,2024-04-27,Completada,16440.74,1576
4840,2024-04-24,2024-04-25,Completada,31920.58,1576
4841,2024-04-24,2024-04-27,Completada,22620.28,1576
4842,2024-04-24,2024-04-28,Completada,16468.18,1576
4843,2024-04-25,,Pendiente,10836.71,1577
4844,2024-04-25,,Pendiente,22239.18,1577
4845,2024-04-25,,Pendiente,24250.44,1577
4846,2024-04-25,2024-04-28,Completada,14213.14,1577
4847,2024-04-25,2024-04-26,Completada,11894.86,1577
4848,2024-04-26,2024-04-27,Completada,19549.5,1578
4849,2024-04-26,2024-04-28,Completada,14904.71,1578
4850,2024-04-26,,Pendiente,23255.55,1578
4851,2024-04-26,2024-05-01,Completada,25690.55,1578
4852,2024-04-26,2024-04-29,Completada,20252.99,1578
4853,2024-04-27,2024-05-02,Completada,22569.65,1579
4854,2024-04-27,,Cancelada,28025.97,1579
4855,2024-04-27,2024-04-30,Completada,29815.44,1579
4856,2024-04-27,2024-05-01,Completada,20164.06,1579
4857,2024-04-27,2024-05-01,Completada,12421.32,1579
4858,2024-04-28,2024-04-29,Completada,18594.18,1580
4859,2024-04-28,2024-05-03,Completada,27167.75,1580
4860,2024-04-28,2024-05-03,Completada,16475.69,1580
4861,2024-04-28,2024-05-03,Completada,26626.58,1580
4862,2024-04-28,2024-05-01,Completada,20856.89,1580
4863,2024-04-29,2024-05-01,Completada,23703.22,1581
4864,2024-04-29,2024-05-01,Completada,37989.82,1581
4865,2024-04-29,2024-05-04,Completada,18710.71,1581
4866,2024-04-29,,Pendiente,15986.27,1581
4867,2024-04-29,2024-04-30,Completada,26004.62,1581
4868,2024-04-30,2024-05-03,Completada,21988.38,1582
4869,2024-04-30,2024-05-03,Completada,21877.79,1582
4870,2024-04-30,2024-05-01,Completada,32223.52,1582
4871,2024-04-30,2024-05-02,Completada,12196.26,1582
4872,2024-04-30,2024-05-04,Completada,19890.46,1582
4873,2024-05-01,2024-05-05,Completada,11102.17,1583
4874,2024-05-01,2024-05-02,Completada,28321.9,1583
4875,2024-05-01,2024-05-02,Completada,11917.18,1583
4876,2024-05-01,2024-05-04,Completada,29455.5,1583
4877,2024-05-01,2024-05-02,Completada,24926.15,1583
4878,2024-05-02,2024-05-07,Completada,10617.44,1584
4879,2024-05-02,2024-05-07,Completada,30448.04,1584
4880,2024-05-02,,Cancelada,15921.16,1584
4881,2024-05-02,,Cancelada,22593.87,1584
4882,2024-05-02,,Pendiente,27353.94,1584
4883,2024-05-03,2024-05-04,Completada,18868.72,1585
4884,2024-05-03,2024-05-04,Completada,30160.64,1585
4885,2024-05-03,2024-05-08,Completada,18367.11,1585
4886,2024-05-03,2024-05-08,Completada,18001.55,1585
4887,2024-05-03,2024-05-06,Completada,17742.05,1585
4888,2024-05-04,2024-05-06,Completada,13933.27,1586
4889,2024-05-04,2024-05-08,Completada,20897.72,1586
4890,2024-05-04,,Pendiente,26513.75,1586
4891,2024-05-04,,Cancelada,17045.6,1586
4892,2024-05-04,2024-05-06,Completada,18143.31,1586
4893,2024-05-05,,Pendiente,17706.67,1587
4894,2024-05-05,2024-05-06,Completada,21210.48,1587
4895,2024-05-05,2024-05-10,Completada,14719.38,1587
4896,2024-05-05,2024-05-07,Completada,27979.37,1587
4897,2024-05-05,2024-05-10,Completada,15598.08,1587
4898,2024-05-06,2024-05-07,Completada,12892.5,1588
4899,2024-05-06,,Cancelada,20632.4,1588
4900,2024-05-06,2024-05-09,Completada,15492.63,1588
4901,2024-05-06,2024-05-07,Completada,19967.59,1588
4902,2024-05-06,,Pendiente,22305.03,1588
4903,2024-05-07,2024-05-11,Completada,22366.7,1589
4904,2024-05-07,2024-05-12,Completada,16381.61,1589
4905,2024-05-07,2024-05-09,Completada,23178.74,1589
4906,2024-05-07,2024-05-10,Completada,32249.38,1589
4907,2024-05-07,2024-05-12,Completada,19970.0,1589
4908,2024-05-08,,Cancelada,13130.46,1590
4909,2024-05-08,2024-05-10,Completada,19450.35,1590
4910,2024-05-08,2024-05-10,Completada,21278.59,1590
4911,2024-05-08,2024-05-10,Completada,19454.82,1590
4912,2024-05-08,,Cancelada,8454.53,1590
4913,2024-05-09,,Pendiente,20764.83,1591
4914,2024-05-09,2024-05-12,Completada,29759.1,1591
4915,2024-05-09,,Pendiente,22887.33,1591
4916,2024-05-09,2024-05-10,Completada,25397.85,1591
4917,2024-05-09,2024-05-12,Completada,26635.23,1591
4918,2024-05-10,2024-05-13,Completada,23385.46,1592
4919,2024-05-10,2024-05-14,Completada,16840.78,1592
4920,2024-05-10,2024-05-15,Completada,28280.23,1592
4921,2024-05-10,2024-05-14,Completada,21641.88,1592
4922,2024-05-10,2024-05-11,Completada,16562.82,1592
4923,2024-05-11,2024-05-16,Completada,22684.3,1593
4924,2024-05-11,2024-05-14,Completada,20121.16,1593
4925,2024-05-11,2024-05-16,Completada,21143.26,1593
4926,2024-05-11,,Pendiente,10733.35,1593
4927,2024-05-11,,Cancelada,24310.83,1593
4928,2024-05-12,2024-05-13,Completada,26809.14,1594
4929,2024-05-12,,Pendiente,33344.32,1594
4930,2024-05-12,2024-05-16,Completada,27574.12,1594
4931,2024-05-12,,Cancelada,19246.57,1594
4932,2024-05-12,2024-05-17,Completada,10709.69,1594
4933,2024-05-13,,Pendiente,21036.36,1595
4934,2024-05-13,2024-05-17,Completada,17222.66,1595
4935,2024-05-13,2024-05-15,Completada,9664.96,1595
4936,2024-05-13,2024-05-15,Completada,21989.95,1595
4937,2024-05-13,2024-05-16,Completada,17000.66,1595
4938,2024-05-14,2024-05-16,Completada,17155.93,1596
4939,2024-05-14,2024-05-15,Completada,20997.67,1596
4940,2024-05-14,,Pendiente,10631.12,1596
4941,2024-05-14,2024-05-16,Completada,26368.52,1596
4942,2024-05-14,2024-05-18,Completada,17830.84,1596
4943,2024-05-15,2024-05-16,Completada,32249.5,1597
4944,2024-05-15,2024-05-18,Completada,24667.35,1597
4945,2024-05-15,2024-05-19,Completada,28123.9,1597
4946,2024-05-15,,Pendiente,17871.02,1597
4947,2024-05-15,2024-05-20,Completada,32297.2,1597
4948,2024-05-16,2024-05-17,Completada,23008.29,1598
4949,2024-05-16,2024-05-19,Completada,20968.49,1598
4950,2024-05-16,2024-05-18,Completada,39566.22,1598
4951,2024-05-16,2024-05-19,Completada,16413.94,1598
4952,2024-05-16,2024-05-20,Completada,30332.58,1598
4953,2024-05-17,2024-05-21,Completada,16760.63,1599
4954,2024-05-17,2024-05-20,Completada,24255.79,1599
4955,2024-05-17,2024-05-19,Completada,20476.5,1599
4956,2024-05-17,2024-05-22,Completada,29925.54,1599
4957,2024-05-17,2024-05-18,Completada,37069.32,1599
4958,2024-05-18,,Pendiente,12208.86,1600
4959,2024-05-18,2024-05-23,Completada,17662.38,1600
4960,2024-05-18,,Cancelada,18640.9,1600
4961,2024-05-18,,Pendiente,30365.76,1600
4962,2024-05-18,2024-05-22,Completada,12451.73,1600
4963,2024-05-19,2024-05-24,Completada,41863.43,1601
4964,2024-05-19,2024-05-24,Completada,22088.89,1601
4965,2024-05-19,,Pendiente,30605.48,1601
4966,2024-05-19,2024-05-24,Completada,14846.56,1601
4967,2024-05-19,2024-05-22,Completada,15839.71,1601
4968,2024-05-20,2024-05-25,Completada,22479.53,1602
4969,2024-05-20,,Pendiente,19513.94,1602
4970,2024-05-20,2024-05-24,Completada,20350.54,1602
4971,2024-05-20,2024-05-21,Completada,25996.01,1602
4972,2024-05-20,2024-05-23,Completada,26721.48,1602
4973,2024-05-21,,Pendiente,26623.68,1603
4974,2024-05-21,2024-05-23,Completada,20596.04,1603
4975,2024-05-21,2024-05-22,Completada,14633.63,1603
4976,2024-05-21,2024-05-22,Completada,15877.6,1603
4977,2024-05-21,2024-05-23,Completada,32592.41,1603
4978,2024-05-22,,Pendiente,20914.55,1604
4979,2024-05-22,2024-05-27,Completada,18875.11,1604
4980,2024-05-22,2024-05-23,Completada,7507.02,1604
4981,2024-05-22,,Pendiente,14645.52,1604
4982,2024-05-22,2024-05-26,Completada,24746.78,1604
4983,2024-05-23,,Cancelada,7590.77,1605
4984,2024-05-23,2024-05-28,Completada,17925.57,1605
4985,2024-05-23,2024-05-26,Completada,31666.3,1605
4986,2024-05-23,2024-05-25,Completada,18515.92,1605
4987,2024-05-23,2024-05-28,Completada,36719.64,1605
4988,2024-05-24,2024-05-27,Completada,20622.46,1606
4989,2024-05-24,2024-05-27,Completada,11482.9,1606
4990,2024-05-24,2024-05-29,Completada,14733.04,1606
4991,2024-05-24,2024-05-26,Completada,14953.78,1606
4992,2024-05-24,2024-05-25,Completada,7769.28,1606
4993,2024-05-25,2024-05-26,Completada,26423.29,1607
4994,2024-05-25,2024-05-28,Completada,15608.75,1607
4995,2024-05-25,,Pendiente,15084.58,1607
4996,2024-05-25,,Pendiente,28345.33,1607
4997,2024-05-25,,Pendiente,21110.27,1607
4998,2024-05-26,,Pendiente,28312.92,1608
4999,2024-05-26,2024-05-30,Completada,15766.05,1608
5000,2024-05-26,,Cancelada,27183.22,1608
5001,2024-05-26,2024-05-30,Completada,21556.43,1608
5002,2024-05-26,2024-05-29,Completada,15536.84,1608
5003,2024-05-27,2024-05-31,Completada,21691.93,1609
5004,2024-05-27,2024-05-29,Completada,26011.73,1609
5005,2024-05-27,2024-05-29,Completada,9878.72,1609
5006,2024-05-27,2024-05-28,Completada,13261.87,1609
5007,2024-05-27,2024-05-30,Completada,27959.99,1609
5008,2024-05-28,2024-05-29,Completada,25356.69,1610
5009,2024-05-28,,Pendiente,8298.19,1610
5010,2024-05-28,2024-05-29,Completada,14377.12,1610
5011,2024-05-28,2024-06-02,Completada,29425.61,1610
5012,2024-05-28,2024-05-31,Completada,20258.38,1610
5013,2024-05-29,,Cancelada,21709.64,1611
5014,2024-05-29,2024-06-03,Completada,9463.22,1611
5015,2024-05-29,2024-06-02,Completada,16134.21,1611
5016,2024-05-29,,Pendiente,30225.89,1611
5017,2024-05-29,2024-06-02,Completada,24115.44,1611
5018,2024-05-30,,Cancelada,30605.74,1612
5019,2024-05-30,2024-05-31,Completada,30113.11,1612
5020,2024-05-30,2024-06-04,Completada,11192.71,1612
5021,2024-05-30,,Pendiente,16181.39,1612
5022,2024-05-30,,Pendiente,18909.66,1612
5023,2024-05-31,,Cancelada,19569.18,1613
5024,2024-05-31,2024-06-01,Completada,12563.59,1613
5025,2024-05-31,,Pendiente,18928.31,1613
5026,2024-05-31,2024-06-02,Completada,18735.36,1613
5027,2024-05-31,2024-06-05,Completada,25014.83,1613
